Record,SppNumb,Species,Length_mm,Weight_g,Length_in,Weight_lbs,Sex,Maturity,MM,DD,YYYY,Date,WaterBody,Section,Count,Notes,LOC_Name,LOC_Number,NetType,Position,Season,TimeSet,TimePulled,HoursSet,H2OTempF,H2OTempC,NetNumb,NetCount,ConditionFultonsK,ConditionFiltered,Strategy,Length_cm,100mmGroup
12886,5,BULL,548,1573,21.6,3.47,NA,NA,5,15,1978,5/15/1978,Koocanusa,Rexford,1,NA,North Point Murray,13,2,NA,Spring,NA,NA,NA,NA,NA,508,NA,95.58,TRUE,Pre-Biop,54,500
13083,5,BULL,304,276,12,0.61,NA,NA,5,16,1978,5/16/1978,Koocanusa,Rexford,1,NA,North Point Murray,13,2,NA,Spring,NA,NA,NA,NA,NA,500,NA,98.24,TRUE,Pre-Biop,30,300
13107,5,BULL,304,249,12,0.55,NA,NA,5,16,1978,5/16/1978,Koocanusa,Rexford,1,NA,North Point Murray,13,2,NA,Spring,NA,NA,NA,NA,NA,501,NA,88.63,TRUE,Pre-Biop,30,300
13058,5,BULL,307,272,12.1,0.6,NA,NA,5,16,1978,5/16/1978,Koocanusa,Rexford,1,NA,North Point Tobacco,8,2,NA,Spring,NA,NA,NA,NA,NA,483,NA,94.01,TRUE,Pre-Biop,30,300
13057,5,BULL,325,299,12.8,0.66,NA,NA,5,16,1978,5/16/1978,Koocanusa,Rexford,1,NA,North Point Tobacco,8,2,NA,Spring,NA,NA,NA,NA,NA,483,NA,87.1,TRUE,Pre-Biop,32,300
13084,5,BULL,330,290,13,0.64,NA,NA,5,16,1978,5/16/1978,Koocanusa,Rexford,1,NA,North Point Murray,13,2,NA,Spring,NA,NA,NA,NA,NA,500,NA,80.7,TRUE,Pre-Biop,33,300
13076,5,BULL,350,412,13.8,0.91,NA,NA,5,16,1978,5/16/1978,Koocanusa,Rexford,1,NA,North Point Tobacco,8,2,NA,Spring,NA,NA,NA,NA,NA,484,NA,96.09,TRUE,Pre-Biop,35,300
13148,5,BULL,408,589,16.1,1.3,NA,NA,5,16,1978,5/16/1978,Koocanusa,Rexford,1,NA,Mid Sophie,15,2,NA,Spring,NA,NA,NA,NA,NA,497,NA,86.72,TRUE,Pre-Biop,40,400
13082,5,BULL,419,603,16.5,1.33,NA,NA,5,16,1978,5/16/1978,Koocanusa,Rexford,1,NA,North Point Murray,13,2,NA,Spring,NA,NA,NA,NA,NA,500,NA,81.97,TRUE,Pre-Biop,41,400
13106,5,BULL,419,635,16.5,1.4,NA,NA,5,16,1978,5/16/1978,Koocanusa,Rexford,1,NA,North Point Murray,13,2,NA,Spring,NA,NA,NA,NA,NA,501,NA,86.32,TRUE,Pre-Biop,41,400
13124,5,BULL,419,630,16.5,1.39,NA,NA,5,16,1978,5/16/1978,Koocanusa,Rexford,1,NA,Mid Sophie,15,2,NA,Spring,NA,NA,NA,NA,NA,496,NA,85.64,TRUE,Pre-Biop,41,400
13147,5,BULL,431,830,17,1.83,NA,NA,5,16,1978,5/16/1978,Koocanusa,Rexford,1,NA,Mid Sophie,15,2,NA,Spring,NA,NA,NA,NA,NA,497,NA,103.67,TRUE,Pre-Biop,43,400
13045,5,BULL,449,898,17.7,1.98,NA,NA,5,16,1978,5/16/1978,Koocanusa,Rexford,1,NA,North Point Tobacco,8,2,NA,Spring,NA,NA,NA,NA,NA,481,NA,99.21,TRUE,Pre-Biop,44,400
13081,5,BULL,457,929,18,2.05,NA,NA,5,16,1978,5/16/1978,Koocanusa,Rexford,1,NA,North Point Murray,13,2,NA,Spring,NA,NA,NA,NA,NA,500,NA,97.33,TRUE,Pre-Biop,45,400
13046,5,BULL,469,1093,18.5,2.41,NA,NA,5,16,1978,5/16/1978,Koocanusa,Rexford,1,NA,North Point Tobacco,8,2,NA,Spring,NA,NA,NA,NA,NA,481,NA,105.95,TRUE,Pre-Biop,46,400
13146,5,BULL,533,1837,21,4.05,NA,NA,5,16,1978,5/16/1978,Koocanusa,Rexford,1,NA,Mid Sophie,15,2,NA,Spring,NA,NA,NA,NA,NA,497,NA,121.32,TRUE,Pre-Biop,53,500
13075,5,BULL,538,1628,21.2,3.59,NA,NA,5,16,1978,5/16/1978,Koocanusa,Rexford,1,NA,North Point Tobacco,8,2,NA,Spring,NA,NA,NA,NA,NA,484,NA,104.55,TRUE,Pre-Biop,53,500
13038,5,BULL,546,1533,21.5,3.38,NA,NA,5,16,1978,5/16/1978,Koocanusa,Rexford,1,NA,North Point Tobacco,8,2,NA,Spring,NA,NA,NA,NA,NA,480,NA,94.18,TRUE,Pre-Biop,54,500
13314,5,BULL,274,140,10.8,0.31,NA,NA,5,17,1978,5/17/1978,Koocanusa,Rexford,1,NA,North Point Murray,13,2,NA,Spring,NA,NA,NA,NA,NA,503,NA,68.06,TRUE,Pre-Biop,27,200
13313,5,BULL,276,158,10.9,0.35,NA,NA,5,17,1978,5/17/1978,Koocanusa,Rexford,1,NA,North Point Murray,13,2,NA,Spring,NA,NA,NA,NA,NA,503,NA,75.15,TRUE,Pre-Biop,27,200
13304,5,BULL,294,217,11.6,0.48,NA,NA,5,17,1978,5/17/1978,Koocanusa,Rexford,1,NA,North Point Murray,13,2,NA,Spring,NA,NA,NA,NA,NA,502,NA,85.39,TRUE,Pre-Biop,29,200
13285,5,BULL,307,226,12.1,0.5,NA,NA,5,17,1978,5/17/1978,Koocanusa,Rexford,1,NA,South Tobacco,7,2,NA,Spring,NA,NA,NA,NA,NA,492,NA,78.11,TRUE,Pre-Biop,30,300
13259,5,BULL,314,272,12.4,0.6,NA,NA,5,17,1978,5/17/1978,Koocanusa,Rexford,1,NA,South Tobacco,7,2,NA,Spring,NA,NA,NA,NA,NA,489,NA,87.86,TRUE,Pre-Biop,31,300
13296,5,BULL,314,NA,12.4,NA,NA,NA,5,17,1978,5/17/1978,Koocanusa,Rexford,1,NA,South Tobacco,7,2,NA,Spring,NA,NA,NA,NA,NA,493,NA,NA,FALSE,Pre-Biop,31,300
13297,5,BULL,314,NA,12.4,NA,NA,NA,5,17,1978,5/17/1978,Koocanusa,Rexford,1,NA,South Tobacco,7,2,NA,Spring,NA,NA,NA,NA,NA,493,NA,NA,FALSE,Pre-Biop,31,300
13326,5,BULL,317,263,12.5,0.58,NA,NA,5,17,1978,5/17/1978,Koocanusa,Rexford,1,NA,North Point Murray,13,2,NA,Spring,NA,NA,NA,NA,NA,505,NA,82.56,TRUE,Pre-Biop,31,300
13360,5,BULL,317,290,12.5,0.64,NA,NA,5,17,1978,5/17/1978,Koocanusa,Rexford,1,NA,Mid Sophie,15,2,NA,Spring,NA,NA,NA,NA,NA,498,NA,91.04,TRUE,Pre-Biop,31,300
13204,5,BULL,320,317,12.6,0.7,NA,NA,5,17,1978,5/17/1978,Koocanusa,Rexford,1,NA,North Black Lake,3,2,NA,Spring,NA,NA,NA,NA,NA,513,NA,96.74,TRUE,Pre-Biop,32,300
13230,5,BULL,325,303,12.8,0.67,NA,NA,5,17,1978,5/17/1978,Koocanusa,Rexford,1,NA,North Black Lake,3,2,NA,Spring,NA,NA,NA,NA,NA,517,NA,88.27,TRUE,Pre-Biop,32,300
13247,5,BULL,325,312,12.8,0.69,NA,NA,5,17,1978,5/17/1978,Koocanusa,Rexford,1,NA,North Black Lake,3,2,NA,Spring,NA,NA,NA,NA,NA,518,NA,90.89,TRUE,Pre-Biop,32,300
13348,5,BULL,332,NA,13.1,NA,NA,NA,5,17,1978,5/17/1978,Koocanusa,Rexford,1,NA,North Point Murray,13,2,NA,Spring,NA,NA,NA,NA,NA,510,NA,NA,FALSE,Pre-Biop,33,300
13284,5,BULL,342,371,13.5,0.82,NA,NA,5,17,1978,5/17/1978,Koocanusa,Rexford,1,NA,South Tobacco,7,2,NA,Spring,NA,NA,NA,NA,NA,492,NA,92.75,TRUE,Pre-Biop,34,300
13248,5,BULL,355,462,14,1.02,NA,NA,5,17,1978,5/17/1978,Koocanusa,Rexford,1,NA,North Black Lake,3,2,NA,Spring,NA,NA,NA,NA,NA,518,NA,103.27,TRUE,Pre-Biop,35,300
13305,5,BULL,355,408,14,0.9,NA,NA,5,17,1978,5/17/1978,Koocanusa,Rexford,1,NA,North Point Murray,13,2,NA,Spring,NA,NA,NA,NA,NA,502,NA,91.2,TRUE,Pre-Biop,35,300
13369,5,BULL,375,535,14.8,1.18,NA,NA,5,17,1978,5/17/1978,Koocanusa,Rexford,1,NA,Mid Sophie,15,2,NA,Spring,NA,NA,NA,NA,NA,499,NA,101.45,TRUE,Pre-Biop,37,300
13298,5,BULL,391,NA,15.4,NA,NA,NA,5,17,1978,5/17/1978,Koocanusa,Rexford,1,NA,South Tobacco,7,2,NA,Spring,NA,NA,NA,NA,NA,493,NA,NA,FALSE,Pre-Biop,39,300
13176,5,BULL,398,607,15.7,1.34,NA,NA,5,17,1978,5/17/1978,Koocanusa,Rexford,1,NA,North Black Lake,3,2,NA,Spring,NA,NA,NA,NA,NA,512,NA,96.28,TRUE,Pre-Biop,39,300
13205,5,BULL,414,644,16.3,1.42,NA,NA,5,17,1978,5/17/1978,Koocanusa,Rexford,1,NA,North Black Lake,3,2,NA,Spring,NA,NA,NA,NA,NA,513,NA,90.76,TRUE,Pre-Biop,41,400
13370,5,BULL,439,861,17.3,1.9,NA,NA,5,17,1978,5/17/1978,Koocanusa,Rexford,1,NA,Mid Sophie,15,2,NA,Spring,NA,NA,NA,NA,NA,499,NA,101.77,TRUE,Pre-Biop,43,400
13295,5,BULL,441,NA,17.4,NA,NA,NA,5,17,1978,5/17/1978,Koocanusa,Rexford,1,NA,South Tobacco,7,2,NA,Spring,NA,NA,NA,NA,NA,493,NA,NA,FALSE,Pre-Biop,44,400
13303,5,BULL,462,879,18.2,1.94,NA,NA,5,17,1978,5/17/1978,Koocanusa,Rexford,1,NA,North Point Murray,13,2,NA,Spring,NA,NA,NA,NA,NA,502,NA,89.14,TRUE,Pre-Biop,46,400
13368,5,BULL,477,1070,18.8,2.36,NA,NA,5,17,1978,5/17/1978,Koocanusa,Rexford,1,NA,Mid Sophie,15,2,NA,Spring,NA,NA,NA,NA,NA,499,NA,98.59,TRUE,Pre-Biop,47,400
13203,5,BULL,482,1152,19,2.54,NA,NA,5,17,1978,5/17/1978,Koocanusa,Rexford,1,NA,North Black Lake,3,2,NA,Spring,NA,NA,NA,NA,NA,513,NA,102.88,TRUE,Pre-Biop,48,400
13267,5,BULL,497,1124,19.6,2.48,NA,NA,5,17,1978,5/17/1978,Koocanusa,Rexford,1,NA,South Tobacco,7,2,NA,Spring,NA,NA,NA,NA,NA,490,NA,91.56,TRUE,Pre-Biop,49,400
13202,5,BULL,502,1301,19.8,2.87,NA,NA,5,17,1978,5/17/1978,Koocanusa,Rexford,1,NA,North Black Lake,3,2,NA,Spring,NA,NA,NA,NA,NA,513,NA,102.84,TRUE,Pre-Biop,50,500
13283,5,BULL,518,1279,20.4,2.82,NA,NA,5,17,1978,5/17/1978,Koocanusa,Rexford,1,NA,South Tobacco,7,2,NA,Spring,NA,NA,NA,NA,NA,492,NA,92.02,TRUE,Pre-Biop,51,500
13306,5,BULL,543,1360,21.4,3,NA,NA,5,17,1978,5/17/1978,Koocanusa,Rexford,1,NA,North Point Murray,13,2,NA,Spring,NA,NA,NA,NA,NA,502,NA,84.95,TRUE,Pre-Biop,54,500
13175,5,BULL,553,1651,21.8,3.64,NA,NA,5,17,1978,5/17/1978,Koocanusa,Rexford,1,NA,North Black Lake,3,2,NA,Spring,NA,NA,NA,NA,NA,512,NA,97.63,TRUE,Pre-Biop,55,500
13249,5,BULL,589,NA,23.2,NA,NA,NA,5,17,1978,5/17/1978,Koocanusa,Rexford,1,NA,North Black Lake,3,2,NA,Spring,NA,NA,NA,NA,NA,518,NA,NA,FALSE,Pre-Biop,58,500
13325,5,BULL,711,3991,28,8.8,NA,NA,5,17,1978,5/17/1978,Koocanusa,Rexford,1,NA,North Point Murray,13,2,NA,Spring,21:00,8:00,11,NA,NA,505,1,111.04,TRUE,Pre-Biop,71,700
16936,5,BULL,190,58,7.5,0.13,NA,NA,5,5,1980,5/5/1980,Koocanusa,Rexford,1,NA,North Point Murray,13,2,NA,Spring,NA,NA,NA,NA,NA,232,NA,84.56,TRUE,Pre-Biop,19,100
16718,5,BULL,233,145,9.2,0.32,NA,NA,5,5,1980,5/5/1980,Koocanusa,Rexford,1,NA,North Black Lake,3,2,NA,Spring,NA,NA,NA,NA,NA,247,NA,114.63,TRUE,Pre-Biop,23,200
16852,5,BULL,259,172,10.2,0.38,NA,NA,5,5,1980,5/5/1980,Koocanusa,Rexford,1,NA,North Point Tobacco,8,2,NA,Spring,21:00,8:00,11,NA,NA,261,1,99,TRUE,Pre-Biop,25,200
16733,5,BULL,279,204,11,0.45,NA,NA,5,5,1980,5/5/1980,Koocanusa,Rexford,1,NA,North Black Lake,3,2,NA,Spring,NA,NA,NA,NA,NA,251,NA,93.93,TRUE,Pre-Biop,27,200
16717,5,BULL,299,231,11.8,0.51,NA,NA,5,5,1980,5/5/1980,Koocanusa,Rexford,1,NA,North Black Lake,3,2,NA,Spring,NA,NA,NA,NA,NA,247,NA,86.42,TRUE,Pre-Biop,29,200
16894,5,BULL,302,263,11.9,0.58,NA,NA,5,5,1980,5/5/1980,Koocanusa,Rexford,1,NA,North Point Murray,13,2,NA,Spring,21:00,11:00,14,NA,NA,229,1,95.48,TRUE,Pre-Biop,30,300
16700,5,BULL,307,249,12.1,0.55,NA,NA,5,5,1980,5/5/1980,Koocanusa,Rexford,1,NA,North Black Lake,3,2,NA,Spring,NA,NA,NA,NA,NA,245,NA,86.06,TRUE,Pre-Biop,30,300
16919,5,BULL,309,240,12.2,0.53,NA,NA,5,5,1980,5/5/1980,Koocanusa,Rexford,1,NA,North Point Murray,13,2,NA,Spring,NA,NA,NA,NA,NA,231,NA,81.35,TRUE,Pre-Biop,30,300
16991,5,BULL,312,258,12.3,0.57,NA,NA,5,5,1980,5/5/1980,Koocanusa,Rexford,1,NA,Mid Sophie,15,2,NA,Spring,21:00,10:00,13,NA,NA,224,1,84.95,TRUE,Pre-Biop,31,300
16995,5,BULL,320,254,12.6,0.56,NA,NA,5,5,1980,5/5/1980,Koocanusa,Rexford,1,NA,Mid Sophie,15,2,NA,Spring,NA,NA,NA,NA,NA,224,NA,77.51,TRUE,Pre-Biop,32,300
16935,5,BULL,347,371,13.7,0.82,NA,NA,5,5,1980,5/5/1980,Koocanusa,Rexford,1,NA,North Point Murray,13,2,NA,Spring,NA,NA,NA,NA,NA,232,NA,88.79,TRUE,Pre-Biop,34,300
16992,5,BULL,386,458,15.2,1.01,NA,NA,5,5,1980,5/5/1980,Koocanusa,Rexford,1,NA,Mid Sophie,15,2,NA,Spring,NA,NA,NA,NA,NA,224,NA,79.63,TRUE,Pre-Biop,38,300
16902,5,BULL,391,580,15.4,1.28,NA,NA,5,5,1980,5/5/1980,Koocanusa,Rexford,1,NA,North Point Murray,13,2,NA,Spring,21:00,11:00,14,NA,NA,230,1,97.03,TRUE,Pre-Biop,39,300
16732,5,BULL,393,517,15.5,1.14,NA,NA,5,5,1980,5/5/1980,Koocanusa,Rexford,1,NA,North Black Lake,3,2,NA,Spring,NA,NA,NA,NA,NA,251,NA,85.18,TRUE,Pre-Biop,39,300
16699,5,BULL,398,508,15.7,1.12,NA,NA,5,5,1980,5/5/1980,Koocanusa,Rexford,1,NA,North Black Lake,3,2,NA,Spring,21:00,11:00,14,NA,NA,245,1,80.58,TRUE,Pre-Biop,39,300
16993,5,BULL,452,698,17.8,1.54,NA,NA,5,5,1980,5/5/1980,Koocanusa,Rexford,1,NA,Mid Sophie,15,2,NA,Spring,NA,NA,NA,NA,NA,224,NA,75.59,TRUE,Pre-Biop,45,400
16994,5,BULL,452,707,17.8,1.56,NA,NA,5,5,1980,5/5/1980,Koocanusa,Rexford,1,NA,Mid Sophie,15,2,NA,Spring,NA,NA,NA,NA,NA,224,NA,76.56,TRUE,Pre-Biop,45,400
16731,5,BULL,485,1043,19.1,2.3,NA,NA,5,5,1980,5/5/1980,Koocanusa,Rexford,1,NA,North Black Lake,3,2,NA,Spring,NA,NA,NA,NA,NA,251,NA,91.42,TRUE,Pre-Biop,48,400
16818,5,BULL,505,1079,19.9,2.38,NA,NA,5,5,1980,5/5/1980,Koocanusa,Rexford,1,NA,North Point Tobacco,8,2,NA,Spring,21:00,8:00,11,NA,NA,258,1,83.78,TRUE,Pre-Biop,50,500
17075,5,BULL,271,158,10.7,0.35,NA,NA,5,6,1980,5/6/1980,Koocanusa,Rexford,1,NA,North Point Tobacco,8,2,NA,Spring,NA,NA,NA,NA,NA,259,NA,79.39,TRUE,Pre-Biop,27,200
17209,5,BULL,281,185,11.1,0.41,NA,NA,5,6,1980,5/6/1980,Koocanusa,Rexford,1,NA,North Sophie,18,2,NA,Spring,NA,NA,NA,NA,NA,226,NA,83.38,TRUE,Pre-Biop,28,200
17208,5,BULL,287,213,11.3,0.47,NA,NA,5,6,1980,5/6/1980,Koocanusa,Rexford,1,NA,North Sophie,18,2,NA,Spring,NA,NA,NA,NA,NA,226,NA,90.1,TRUE,Pre-Biop,28,200
17210,5,BULL,287,195,11.3,0.43,NA,NA,5,6,1980,5/6/1980,Koocanusa,Rexford,1,NA,North Sophie,18,2,NA,Spring,NA,NA,NA,NA,NA,226,NA,82.49,TRUE,Pre-Biop,28,200
17040,5,BULL,289,208,11.4,0.46,NA,NA,5,6,1980,5/6/1980,Koocanusa,Rexford,1,NA,North Black Lake,3,2,NA,Spring,NA,NA,NA,NA,NA,248,NA,86.17,TRUE,Pre-Biop,28,200
17077,5,BULL,299,222,11.8,0.49,NA,NA,5,6,1980,5/6/1980,Koocanusa,Rexford,1,NA,North Point Tobacco,8,2,NA,Spring,NA,NA,NA,NA,NA,259,NA,83.05,TRUE,Pre-Biop,29,200
17060,5,BULL,304,244,12,0.54,NA,NA,5,6,1980,5/6/1980,Koocanusa,Rexford,1,NA,North Black Lake,3,2,NA,Spring,NA,NA,NA,NA,NA,255,NA,86.85,TRUE,Pre-Biop,30,300
17219,5,BULL,320,254,12.6,0.56,NA,NA,5,6,1980,5/6/1980,Koocanusa,Rexford,1,NA,North Sophie,18,2,NA,Spring,20:00,7:00,11,NA,NA,227,1,77.51,TRUE,Pre-Biop,32,300
17041,5,BULL,368,421,14.5,0.93,NA,NA,5,6,1980,5/6/1980,Koocanusa,Rexford,1,NA,North Black Lake,3,2,NA,Spring,NA,NA,NA,NA,NA,248,NA,84.48,TRUE,Pre-Biop,36,300
17076,5,BULL,375,430,14.8,0.95,NA,NA,5,6,1980,5/6/1980,Koocanusa,Rexford,1,NA,North Point Tobacco,8,2,NA,Spring,NA,NA,NA,NA,NA,259,NA,81.54,TRUE,Pre-Biop,37,300
17152,5,BULL,419,662,16.5,1.46,NA,NA,5,6,1980,5/6/1980,Koocanusa,Rexford,1,NA,North Point Murray,13,2,NA,Spring,NA,NA,NA,NA,NA,237,NA,89.99,TRUE,Pre-Biop,41,400
17220,5,BULL,439,671,17.3,1.48,NA,NA,5,6,1980,5/6/1980,Koocanusa,Rexford,1,NA,North Sophie,18,2,NA,Spring,NA,NA,NA,NA,NA,227,NA,79.31,TRUE,Pre-Biop,43,400
17201,5,BULL,500,1093,19.7,2.41,NA,NA,5,6,1980,5/6/1980,Koocanusa,Rexford,1,NA,North Point Murray,13,2,NA,Spring,20:00,7:00,11,NA,NA,241,1,87.44,TRUE,Pre-Biop,50,500
18973,5,BULL,238,108,9.4,0.24,NA,NA,5,4,1981,5/4/1981,Koocanusa,Rexford,1,NA,NA,NA,2,NA,Spring,NA,NA,NA,NA,NA,287,NA,80.11,TRUE,Pre-Biop,23,200
19112,5,BULL,261,145,10.3,0.32,NA,NA,5,4,1981,5/4/1981,Koocanusa,Rexford,1,NA,NA,NA,2,NA,Spring,NA,NA,NA,NA,NA,295,NA,81.55,TRUE,Pre-Biop,26,200
18775,5,BULL,269,158,10.6,0.35,NA,NA,5,4,1981,5/4/1981,Koocanusa,Rexford,1,NA,NA,NA,2,NA,Spring,NA,NA,NA,NA,NA,277,NA,81.17,TRUE,Pre-Biop,26,200
18846,5,BULL,274,127,10.8,0.28,NA,NA,5,4,1981,5/4/1981,Koocanusa,Rexford,1,NA,NA,NA,2,NA,Spring,NA,NA,NA,NA,NA,282,NA,61.74,TRUE,Pre-Biop,27,200
19050,5,BULL,274,158,10.8,0.35,NA,NA,5,4,1981,5/4/1981,Koocanusa,Rexford,1,NA,NA,NA,2,NA,Spring,NA,NA,NA,NA,NA,291,NA,76.81,TRUE,Pre-Biop,27,200
19088,5,BULL,274,167,10.8,0.37,NA,NA,5,4,1981,5/4/1981,Koocanusa,Rexford,1,NA,NA,NA,2,NA,Spring,NA,NA,NA,NA,NA,293,NA,81.18,TRUE,Pre-Biop,27,200
18776,5,BULL,289,217,11.4,0.48,NA,NA,5,4,1981,5/4/1981,Koocanusa,Rexford,1,NA,NA,NA,2,NA,Spring,NA,NA,NA,NA,NA,277,NA,89.9,TRUE,Pre-Biop,28,200
19075,5,BULL,292,213,11.5,0.47,NA,NA,5,4,1981,5/4/1981,Koocanusa,Rexford,1,NA,NA,NA,2,NA,Spring,NA,NA,NA,NA,NA,293,NA,85.55,TRUE,Pre-Biop,29,200
19032,5,BULL,294,199,11.6,0.44,NA,NA,5,4,1981,5/4/1981,Koocanusa,Rexford,1,NA,NA,NA,2,NA,Spring,NA,NA,NA,NA,NA,290,NA,78.31,TRUE,Pre-Biop,29,200
19089,5,BULL,294,254,11.6,0.56,NA,NA,5,4,1981,5/4/1981,Koocanusa,Rexford,1,NA,NA,NA,2,NA,Spring,NA,NA,NA,NA,NA,293,NA,99.95,TRUE,Pre-Biop,29,200
18844,5,BULL,297,213,11.7,0.47,NA,NA,5,4,1981,5/4/1981,Koocanusa,Rexford,1,NA,NA,NA,2,NA,Spring,NA,NA,NA,NA,NA,282,NA,81.3,TRUE,Pre-Biop,29,200
18937,5,BULL,330,267,13,0.59,NA,NA,5,4,1981,5/4/1981,Koocanusa,Rexford,1,NA,NA,NA,2,NA,Spring,NA,NA,NA,NA,NA,285,NA,74.3,TRUE,Pre-Biop,33,300
18972,5,BULL,332,299,13.1,0.66,NA,NA,5,4,1981,5/4/1981,Koocanusa,Rexford,1,NA,NA,NA,2,NA,Spring,NA,NA,NA,NA,NA,287,NA,81.71,TRUE,Pre-Biop,33,300
18787,5,BULL,340,335,13.4,0.74,NA,NA,5,4,1981,5/4/1981,Koocanusa,Rexford,1,NA,NA,NA,2,NA,Spring,NA,NA,NA,NA,NA,278,NA,85.23,TRUE,Pre-Biop,34,300
18929,5,BULL,358,394,14.1,0.87,NA,NA,5,4,1981,5/4/1981,Koocanusa,Rexford,1,NA,NA,NA,2,NA,Spring,NA,NA,NA,NA,NA,284,NA,85.87,TRUE,Pre-Biop,35,300
18805,5,BULL,368,444,14.5,0.98,NA,NA,5,4,1981,5/4/1981,Koocanusa,Rexford,1,NA,NA,NA,2,NA,Spring,NA,NA,NA,NA,NA,279,NA,89.09,TRUE,Pre-Biop,36,300
19076,5,BULL,368,462,14.5,1.02,NA,NA,5,4,1981,5/4/1981,Koocanusa,Rexford,1,NA,NA,NA,2,NA,Spring,NA,NA,NA,NA,NA,293,NA,92.7,TRUE,Pre-Biop,36,300
19049,5,BULL,370,381,14.6,0.84,NA,NA,5,4,1981,5/4/1981,Koocanusa,Rexford,1,NA,NA,NA,2,NA,Spring,NA,NA,NA,NA,NA,291,NA,75.22,TRUE,Pre-Biop,37,300
19033,5,BULL,373,489,14.7,1.08,NA,NA,5,4,1981,5/4/1981,Koocanusa,Rexford,1,NA,NA,NA,2,NA,Spring,NA,NA,NA,NA,NA,290,NA,94.23,TRUE,Pre-Biop,37,300
19048,5,BULL,373,335,14.7,0.74,NA,NA,5,4,1981,5/4/1981,Koocanusa,Rexford,1,NA,NA,NA,2,NA,Spring,NA,NA,NA,NA,NA,291,NA,64.55,TRUE,Pre-Biop,37,300
18943,5,BULL,375,349,14.8,0.77,NA,NA,5,4,1981,5/4/1981,Koocanusa,Rexford,1,NA,NA,NA,2,NA,Spring,20:00,8:00,12,NA,NA,286,1,66.18,TRUE,Pre-Biop,37,300
18777,5,BULL,378,435,14.9,0.96,NA,NA,5,4,1981,5/4/1981,Koocanusa,Rexford,1,NA,NA,NA,2,NA,Spring,NA,NA,NA,NA,NA,277,NA,80.54,TRUE,Pre-Biop,37,300
18927,5,BULL,381,498,15,1.1,NA,NA,5,4,1981,5/4/1981,Koocanusa,Rexford,1,NA,NA,NA,2,NA,Spring,NA,NA,NA,NA,NA,284,NA,90.04,TRUE,Pre-Biop,38,300
18804,5,BULL,383,512,15.1,1.13,NA,NA,5,4,1981,5/4/1981,Koocanusa,Rexford,1,NA,NA,NA,2,NA,Spring,NA,NA,NA,NA,NA,279,NA,91.13,TRUE,Pre-Biop,38,300
18845,5,BULL,383,439,15.1,0.97,NA,NA,5,4,1981,5/4/1981,Koocanusa,Rexford,1,NA,NA,NA,2,NA,Spring,NA,NA,NA,NA,NA,282,NA,78.14,TRUE,Pre-Biop,38,300
18971,5,BULL,406,498,16,1.1,NA,NA,5,4,1981,5/4/1981,Koocanusa,Rexford,1,NA,NA,NA,2,NA,Spring,NA,NA,NA,NA,NA,287,NA,74.41,TRUE,Pre-Biop,40,400
18926,5,BULL,421,589,16.6,1.3,NA,NA,5,4,1981,5/4/1981,Koocanusa,Rexford,1,NA,NA,NA,2,NA,Spring,NA,NA,NA,NA,NA,284,NA,78.93,TRUE,Pre-Biop,42,400
18774,5,BULL,444,739,17.5,1.63,NA,NA,5,4,1981,5/4/1981,Koocanusa,Rexford,1,NA,NA,NA,2,NA,Spring,NA,NA,NA,NA,NA,277,NA,84.43,TRUE,Pre-Biop,44,400
18928,5,BULL,480,1061,18.9,2.34,NA,NA,5,4,1981,5/4/1981,Koocanusa,Rexford,1,NA,NA,NA,2,NA,Spring,NA,NA,NA,NA,NA,284,NA,95.94,TRUE,Pre-Biop,48,400
19059,5,BULL,485,1152,19.1,2.54,NA,NA,5,4,1981,5/4/1981,Koocanusa,Rexford,1,NA,NA,NA,2,NA,Spring,NA,NA,NA,NA,NA,292,NA,100.98,TRUE,Pre-Biop,48,400
19100,5,BULL,523,748,20.6,1.65,NA,NA,5,4,1981,5/4/1981,Koocanusa,Rexford,1,NA,NA,NA,2,NA,Spring,NA,NA,NA,NA,NA,294,NA,52.29,TRUE,Pre-Biop,52,500
19060,5,BULL,553,1519,21.8,3.35,NA,NA,5,4,1981,5/4/1981,Koocanusa,Rexford,1,NA,NA,NA,2,NA,Spring,NA,NA,NA,NA,NA,292,NA,89.82,TRUE,Pre-Biop,55,500
18816,5,BULL,571,1578,22.5,3.48,NA,NA,5,4,1981,5/4/1981,Koocanusa,Rexford,1,NA,NA,NA,2,NA,Spring,NA,NA,NA,NA,NA,280,NA,84.76,TRUE,Pre-Biop,57,500
19034,5,BULL,579,1868,22.8,4.12,NA,NA,5,4,1981,5/4/1981,Koocanusa,Rexford,1,NA,NA,NA,2,NA,Spring,NA,NA,NA,NA,NA,290,NA,96.24,TRUE,Pre-Biop,57,500
19117,5,BULL,190,58,7.5,0.13,NA,NA,5,5,1981,5/5/1981,Koocanusa,Rexford,1,NA,South Tobacco,7,2,NA,Spring,20:00,8:00,12,NA,NA,264,1,84.56,TRUE,Pre-Biop,19,100
19368,5,BULL,243,127,9.6,0.28,NA,NA,5,5,1981,5/5/1981,Koocanusa,Rexford,1,NA,North Point Tobacco,8,2,NA,Spring,NA,NA,NA,NA,NA,273,NA,88.51,TRUE,Pre-Biop,24,200
